Section_id,Symmetry_id,Track_segment,Start_location,End_location,Start_location_mile,End_location_mile,Track_id,Curve_degree,Curve_direction,Cant_to_add,Cant,orig_cant,Max_speed,Max_speed_freight,Curve_radius,Max_speed_calc,Notes,,,,,
245,11,10,2976.65,3620.25,227.15,226.75,3,0,,,0,,,,,,,,,,,
246,12,11,3620.25,3732.88,226.75,226.68,3,0.566666667,0,4.75,6.25,1.5,,,10111.02353,,,,,,,
247,13,12,3732.88,3829.42,226.68,226.62,3,0,,,0,,,,,,,,,,,
248,14,13,3829.42,3958.14,226.62,226.54,3,0.566666667,1,6.25,6.25,0,,,10111.02353,,,,,,,
249,15,14,3958.14,4119.04,226.54,226.44,3,0,,,0,,,,,,,,,,,
250,16,15,4119.04,4231.67,226.44,226.37,3,0.633333333,1,6.25,6.25,0,,,9046.705263,,,,,,,
251,17,16,4231.67,4344.3,226.37,226.3,3,0,,,0,,,,,,,,,,,
252,18,17,4344.3,4424.75,226.3,226.25,3,0.633333333,0,6.25,6.25,0,,,9046.705263,,,,,,,
253,19,18,4424.75,4473.02,226.25,226.22,3,0,,,0,,,,,,,,,,,
254,20,19,4473.02,5470.6,226.22,225.6,3,1,1,1.25,6.25,5,,,5729.58,,,,,,,
255,21,20,5470.6,5711.95,225.6,225.45,3,0,,,0,,,,,,,,,,,
256,22,21,5711.95,6114.2,225.45,225.2,3,1.283333333,0,0.25,6.25,6,,,4464.607792,,,,,,,
257,23,22,6114.2,6226.83,225.2,225.13,3,0,,,0,,,,,,,,,,,
258,24,23,6226.83,6725.62,225.13,224.82,3,1.066666667,1,1.5,6.25,4.75,,,5371.48125,,,,,,,
259,25,24,6725.62,6999.15,224.82,224.65,3,0,,,0,,,,,,,,,,,
260,26,25,6999.15,7369.22,224.65,224.42,3,0.85,0,2.25,6.25,4,,,6740.682353,,,,,,,
261,27,26,7369.22,8398.98,224.42,223.78,3,0,,,0,,,,,,,,,,,
262,28,27,8398.98,8527.7,223.78,223.7,3,0.233333333,0,1.114736477,1.114736477,0,,,24555.34286,,,,,,,
263,29,28,8527.7,9074.76,223.7,223.36,3,0,,,0,,,,,,,,,,,
264,30,29,9074.76,9830.99,223.36,222.89,3,1.133333333,1,3.25,6.25,3,,,5055.511765,,,,,,,
265,31,30,9830.99,10201.06,222.89,222.66,3,0,,,0,,,,,,,,,,,
266,32,31,10201.06,10555.04,222.66,222.44,3,1.216666667,0,2.75,6.25,3.5,,,4709.243836,,,,,,,
267,33,32,10555.04,12872,222.44,221,3,0,,,0,,,,,,,,,,,
268,34,33,12872,13129.44,221,220.84,3,1,0,2.25,6.25,4,,,5729.58,,,,,,,
269,35,34,13129.44,16090,220.84,219,3,0,,6.25,6.25,,,,,,,,,,,
270,0,0,0,24220.567,0,15.05,4,7.3,1,4.25,6.25,2,,,784.8739726,,,,,,,
271,2,1,24220.567,25009.1436,15.05,15.54,4,0,,6.25,6.25,,,,,,,,,,,
272,3,2,25009.1436,25234.4512,15.54,15.68,4,5,1,5.25,6.25,1,,,1145.916,,,,,,,
273,4,3,25234.4512,25314.9182,15.68,15.73,4,0,,6.25,6.25,,,,,,,,,,,
274,5,4,25314.9182,25749.44,15.73,16,4,1.716666667,0,4.5,6.25,1.75,,,3337.619417,,,,,,,
275,6,5,25749.44,25829.907,16,16.05,4,0,,6.25,6.25,,,,,,,,,,,
276,7,6,25829.907,25910.374,16.05,16.1,4,4,1,2.5,6.25,3.75,,,1432.395,,,,,,,
277,8,7,25910.374,26618.4836,16.1,16.54,4,0,,6.25,6.25,,,,,,,,,,,
278,9,8,26618.4836,26779.4176,16.54,16.64,4,3.433333333,0,3.25,6.25,3,,,1668.809709,,,,,,,
279,10,9,26779.4176,26940.3516,16.64,16.74,4,1.25,0,4.5,6.25,1.75,,,4583.664,,,,,,,
280,11,10,26940.3516,27310.4998,16.74,16.97,4,2.5,0,4.25,6.25,2,,,2291.832,,,,,,,
281,12,11,27310.4998,28485.318,16.97,17.7,4,0,,6.25,6.25,,,,,,,,,,,
282,13,12,28485.318,28694.5322,17.7,17.83,4,3.433333333,1,3.25,6.25,3,,,1668.809709,,,,,,,
283,14,13,28694.5322,29193.4276,17.83,18.14,4,2,1,4,6.25,2.25,,,2864.79,,,,,,,
284,15,14,29193.4276,30014.191,18.14,18.65,4,0,,6.25,6.25,,,,,,,,,,,
285,16,15,30014.191,30175.125,18.65,18.75,4,6.45,0,4.75,6.25,1.5,,,888.3069767,,,,,,,
286,17,16,30175.125,30336.059,18.75,18.85,4,3.766666667,0,4.75,6.25,1.5,,,1521.127434,,,,,,,
287,18,17,30336.059,30384.3392,18.85,18.88,4,0,,6.25,6.25,,,,,,,,,,,
288,19,18,30384.3392,30496.993,18.88,18.95,4,8,0,4.75,6.25,1.5,,,716.1975,,,,,,,
289,20,19,30496.993,31221.196,18.95,19.4,4,0,,6.25,6.25,,,,,,,,,,,
290,21,20,31221.196,31462.597,19.4,19.55,4,1,1,6.25,6.25,0,,,5729.58,,,,,,,
291,22,21,31462.597,32041.9594,19.55,19.91,4,0,,,,,,,,,,,,,,
